index,chamfer,mse,psnr,ssim
206,0.00017702963668853045,0.05457153916358948,18.93370246887207,0.32257676124572754
207,0.00018968591757584363,0.06435289978981018,18.24615478515625,0.3351992666721344
208,0.0001572927285451442,0.04113928973674774,20.06720733642578,0.5926122665405273
209,0.00019156592315994203,0.05556395649909973,19.070558547973633,0.5311703681945801
210,0.00018400390399619937,0.061510778963565826,18.27200698852539,0.4313628077507019
211,0.00013472748105414212,0.04183896258473396,20.193056106567383,0.4567660689353943
212,0.00017085087893065065,0.05640682578086853,18.837129592895508,0.39265674352645874
213,0.00015697337221354246,0.047339897602796555,19.579221725463867,0.3984338939189911
214,0.000139190029585734,0.04043193161487579,20.425785064697266,0.6876819729804993
215,0.00020476846839301288,0.055826567113399506,18.797595977783203,0.6073136329650879
216,0.00017921871040016413,0.053740277886390686,19.070261001586914,0.3731524646282196
217,0.0001737886923365295,0.052963681519031525,19.063417434692383,0.3820780813694
218,0.0001825570361688733,0.049454715102910995,19.63041877746582,0.6653490662574768
219,0.0001734594552544877,0.050486043095588684,19.30620574951172,0.6839573383331299
220,0.0003036133712157607,0.08532063663005829,16.76060676574707,0.21286723017692566
221,0.00043511175317689776,0.0838029533624649,16.829448699951172,0.15404650568962097
222,0.00021898734848946333,0.04577558487653732,19.71717643737793,0.6459456086158752
223,0.00020118962856940925,0.052123844623565674,19.381126403808594,0.6298310160636902
224,0.0001674290542723611,0.050220318138599396,19.356164932250977,0.620945155620575
225,0.00018957481370307505,0.04421156644821167,20.031509399414062,0.6458257436752319
226,0.003731586504727602,0.1510343849658966,14.252224922180176,0.13364320993423462
227,0.004050547257065773,0.15051333606243134,14.282958984375,0.14555399119853973
228,0.00023016480554360896,0.054833464324474335,18.961963653564453,0.6323449611663818
229,0.00018729190924204886,0.04930676147341728,19.589332580566406,0.6699791550636292
230,0.00018188919057138264,0.04720984026789665,19.59229850769043,0.6873506903648376
231,0.000279033905826509,0.047676146030426025,19.74403953552246,0.6588259339332581
232,0.00020055522327311337,0.0459461584687233,19.74962043762207,0.5204862952232361
233,0.00022298326075542718,0.052176333963871,19.26425552368164,0.48267942667007446
234,0.004942785948514938,0.1743471473455429,13.626801490783691,0.11627109348773956
235,0.0031728653702884912,0.159376323223114,14.009535789489746,0.12672209739685059
236,0.00019274151418358088,0.06812606751918793,17.80443000793457,0.2086048126220703
237,0.0001845769875217229,0.062235839664936066,18.27936553955078,0.20785453915596008
238,0.00014145966270007193,0.06287341564893723,18.163795471191406,0.18127615749835968
239,0.00018120667664334178,0.0716143399477005,17.568483352661133,0.18264758586883545
240,0.00018636381719261408,0.07479286193847656,17.440359115600586,0.22251386940479279
241,0.00011783369700424373,0.053102411329746246,18.869630813598633,0.19159482419490814
242,0.00036135167465545237,0.08520416915416718,16.75567626953125,0.15911956131458282
243,0.00027806643629446626,0.08305010199546814,16.902971267700195,0.20333603024482727
244,0.00020303053315728903,0.05713658779859543,18.70370101928711,0.2843756675720215
245,0.00015815807273611426,0.05257260054349899,19.15304946899414,0.2951209247112274
246,0.0003641718067228794,0.07117113471031189,17.548141479492188,0.15681816637516022
247,0.00039547827327623963,0.08178184181451797,16.949480056762695,0.17721803486347198
