index,chamfer,mse,psnr,ssim
0,0.0003330745676648803,0.05029243220388889,13.33199253463745,0.7515413258075714
1,0.000401849233545363,0.05093866224586964,13.294599403381348,0.7512582223415375
2,0.0004544600022491068,0.04977362665534019,13.391288162231445,0.7810603685379028
3,0.0004043752385478001,0.050307247281074524,13.3483861618042,0.7838564012050628
4,0.00046640308748465033,0.05093721787631512,13.298990886688232,0.7887916781902313
5,0.0002784185212221928,0.04922726774215698,13.472115558624267,0.7797255628108978
6,0.00033001343067735433,0.051000015422701835,13.304335292816162,0.7728370907306671
7,0.00030694904646952635,0.05068492393940687,13.337120971679688,0.7820182182788848
8,0.00040952799722435883,0.050921399682760236,13.294279315948486,0.7734378485679626
9,0.00034541464556241407,0.05094342495501041,13.309038841247558,0.7776327409744263
10,0.0008859097358654253,0.04779131542891264,13.56678942489624,0.7772467982769012
11,0.0004401788171962835,0.049136670514941215,13.461740005493164,0.776075587272644
12,0.00033899588650092484,0.04860018302500248,13.512428771972656,0.7559301352500916
13,0.00048264718166319653,0.04968197863548994,13.406190509796142,0.7640960142612457
14,0.00034752174781169744,0.05056697987020016,13.34628667831421,0.7749411551952362
15,0.00039801873516989874,0.049808315344154835,13.40627103805542,0.7774413769245148
16,0.00037204450351418925,0.049327358081936834,13.444666328430175,0.7548570616245269
17,0.000493871466111159,0.04948358803987503,13.42724577331543,0.7784915759563446
18,0.0003044708064990118,0.05132253862172365,13.286541984558106,0.7545258555412292
19,0.0004504742787394207,0.04916804400086403,13.448606285095215,0.769701001405716
