index,chamfer,mse,psnr,ssim
0,0.000706110498867929,0.05793214216828346,12.52735710144043,0.6308292150497437
1,0.0003979697066824883,0.04587065055966377,13.492898941040039,0.7200372815132141
2,0.001382844871841371,0.04086979106068611,14.048184394836426,0.7176955342292786
3,0.0006669097929261625,0.05159042403101921,13.005853652954102,0.6330599188804626
4,0.0005929783219471574,0.05217137187719345,13.049537658691406,0.6572355031967163
5,0.0004944030661135912,0.049502648413181305,13.250045776367188,0.6904255151748657
6,0.0005726710660383105,0.04093090444803238,13.943792343139648,0.7274797558784485
7,0.00042510038474574685,0.04012056812644005,14.311213493347168,0.7511270642280579
8,0.0006083573680371046,0.05276293680071831,13.199174880981445,0.6757148504257202
9,0.000623775296844542,0.049309518188238144,13.186213493347168,0.6505123376846313
10,0.00038119760574772954,0.04160600155591965,13.940589904785156,0.7339993119239807
11,0.0006036610575392842,0.054089564830064774,12.73532485961914,0.6629011034965515
12,0.0007421195041388273,0.04964321106672287,13.239791870117188,0.6236959099769592
13,0.0004286748298909515,0.04477647319436073,13.762995719909668,0.7153844237327576
14,0.0005674967542290688,0.04612366855144501,13.663562774658203,0.6884893774986267
15,0.0005530359921976924,0.04484916850924492,14.032624244689941,0.6909045577049255
16,0.0005493979551829398,0.04722321778535843,13.391627311706543,0.6681573390960693
17,0.0003452880773693323,0.03767755627632141,14.731715202331543,0.7421577572822571
18,0.0006226928671821952,0.047864317893981934,13.495025634765625,0.6831748485565186
19,0.000554752245079726,0.041642650961875916,14.005965232849121,0.7292966842651367
20,0.00044805684592574835,0.04609430581331253,13.968716621398926,0.6845759153366089
21,0.0007172253099270165,0.060277003794908524,12.352876663208008,0.6182772517204285
22,0.0004884517984464765,0.04468561336398125,13.773934364318848,0.691239058971405
23,0.00046750958426855505,0.04493747651576996,13.685956954956055,0.7124394178390503
24,0.0005630308878608048,0.049724798649549484,13.400334358215332,0.6805123686790466
25,0.0005048495950177312,0.045860983431339264,13.878531455993652,0.703331470489502
26,0.000542180729098618,0.040826376527547836,14.17410659790039,0.7271525263786316
27,0.0007425560615956783,0.05902313068509102,12.499454498291016,0.60145103931427
28,0.0005361976800486445,0.04845810681581497,13.34141731262207,0.6856605410575867
29,0.0008817666093818843,0.04241933673620224,14.32275390625,0.7187010645866394
30,0.0006098453304730356,0.0472567193210125,13.3502779006958,0.6693944931030273
31,0.0004280158900655806,0.04297883063554764,13.892762184143066,0.7279326319694519
32,0.0007380428141914308,0.03916464000940323,14.684706687927246,0.7269807457923889
33,0.0006582744535990059,0.048190969973802567,13.415214538574219,0.6593617796897888
34,0.0007673801737837493,0.04751252382993698,13.504743576049805,0.6625431180000305
35,0.0005612402455881238,0.04403279721736908,14.083444595336914,0.7021172046661377
36,0.0006448474014177918,0.056938882917165756,12.550943374633789,0.6475340127944946
37,0.0007275685202330351,0.044259585440158844,13.821860313415527,0.7033190131187439
38,0.0006208624690771103,0.04919113963842392,13.629789352416992,0.6976389288902283
39,0.0006717551732435822,0.04687954857945442,13.685803413391113,0.6906650066375732
40,0.0003971599508076906,0.04161776974797249,13.896997451782227,0.7344756722450256
41,0.0005426099523901939,0.04555106163024902,13.549636840820312,0.6942221522331238
42,0.0004337906721048057,0.04778578504920006,13.351308822631836,0.6965810060501099
43,0.0005218450096435845,0.049181871116161346,13.766951560974121,0.6877996325492859
44,0.0006195276509970427,0.043312959372997284,13.691010475158691,0.7019015550613403
45,0.000547291652765125,0.04590751975774765,13.907167434692383,0.6976584792137146
46,0.00046520036994479597,0.05423750355839729,12.83291244506836,0.6550078988075256
47,0.0006091754185035825,0.04128545522689819,14.200555801391602,0.7254127264022827
48,0.0005430789897218347,0.048454124480485916,13.370091438293457,0.6923794746398926
49,0.000976721290498972,0.05335584655404091,12.865821838378906,0.6501812934875488
50,0.0006951327668502927,0.05073311924934387,13.13675594329834,0.6637601256370544
51,0.0004608124727383256,0.04969893768429756,13.463541030883789,0.7037417888641357
52,0.0005550127825699747,0.04755549505352974,13.37197494506836,0.6727008819580078
53,0.000561269698664546,0.04753075912594795,13.493173599243164,0.6889640688896179
54,0.000508082564920187,0.033495061099529266,14.878242492675781,0.771356463432312
55,0.0005665600765496492,0.05497615784406662,12.723028182983398,0.6340371370315552
56,0.0006731842877343297,0.058544229716062546,12.802037239074707,0.649880588054657
57,0.0007066335529088974,0.05266651511192322,12.877028465270996,0.6431670784950256
58,0.00045141170267015696,0.036530494689941406,14.55392074584961,0.7534622550010681
59,0.000521756533998996,0.04186569154262543,14.177647590637207,0.7240732312202454
60,0.0006881769513711333,0.05267615243792534,13.033573150634766,0.6553665995597839
61,0.00044339796295389533,0.032483138144016266,15.062134742736816,0.7446710467338562
62,0.00048064609291031957,0.050140783190727234,13.216163635253906,0.6832521557807922
63,0.0006133338902145624,0.04586462303996086,13.649818420410156,0.6715189218521118
